player_id,player_display_name,position,years_of_experience,season,recent_team,new_team_next_year,games,receptions_per_game,targets_per_game,receiving_yards_per_game,receiving_tds_per_game,receiving_fumbles_per_game,receiving_air_yards_per_game,receiving_yards_after_catch_per_game,receiving_first_downs_per_game,receiving_epa_per_game,racr,target_share,air_yards_share,wopr,carries_per_game,rushing_yards_per_game,rushing_tds_per_game,rushing_fumbles_per_game,rushing_first_downs_per_game,fantasy_points_ppr_per_game,fantasy_points_ppr_per_game_next_year
00-0034104,Cam Sims,WR,2,2020,WAS,0,13,2.46,3.69,36.69,0.08,0.0,40.23,19.15,1.38,1.51,0.91,0.08,0.14,0.22,0.08,0.38,0.0,0.0,0.0,6.63,4.07
00-0034104,Cam Sims,WR,3,2021,WAS,0,12,1.25,1.92,17.58,0.17,0.0,22.25,3.5,0.92,0.75,0.79,0.04,0.06,0.11,0.08,0.58,0.0,0.0,0.0,4.07,1.3
00-0034132,Christian Blake,WR,2,2020,ATL,0,10,1.3,1.8,14.1,0.0,0.0,17.3,2.6,0.6,0.14,0.82,0.03,0.03,0.07,0.0,0.0,0.0,0.0,0.0,2.71,0.72
00-0034272,Marquez Valdes-Scantling,WR,0,2018,GB,0,16,2.38,4.56,36.31,0.12,0.0,55.56,13.31,1.44,0.45,0.65,0.12,0.16,0.29,0.12,1.81,0.0,0.0,0.12,6.94,5.61
00-0034272,Marquez Valdes-Scantling,WR,1,2019,GB,0,15,1.73,3.73,30.13,0.13,0.0,62.67,10.33,0.93,0.3,0.48,0.1,0.19,0.29,0.13,0.6,0.0,0.0,0.0,5.61,9.81
00-0034272,Marquez Valdes-Scantling,WR,2,2020,GB,0,14,2.36,4.5,49.29,0.43,0.07,82.36,17.21,1.93,2.08,0.6,0.13,0.28,0.38,0.29,0.93,0.0,0.0,0.07,9.81,7.91
00-0034272,Marquez Valdes-Scantling,WR,3,2021,GB,1,11,2.36,5.0,39.09,0.27,0.0,89.55,13.27,1.64,0.89,0.44,0.1,0.22,0.3,0.0,0.0,0.0,0.0,0.0,7.91,7.2
00-0034272,Marquez Valdes-Scantling,WR,4,2022,KC,0,17,2.47,4.76,40.41,0.12,0.0,67.82,7.18,1.88,1.02,0.6,0.13,0.24,0.37,0.06,-0.18,0.0,0.0,0.0,7.2,3.53
00-0034272,Marquez Valdes-Scantling,WR,5,2023,KC,1,16,1.31,2.62,19.69,0.06,0.06,46.38,5.75,0.88,0.04,0.42,0.07,0.18,0.23,0.0,0.0,0.0,0.0,0.0,3.53,6.5
00-0034272,Marquez Valdes-Scantling,WR,6,2024,NO,1,13,1.46,3.38,31.62,0.31,0.0,58.85,11.0,1.08,0.79,0.54,0.09,0.18,0.26,0.08,0.31,0.0,0.0,0.0,6.5,
00-0034279,Equanimeous St. Brown,WR,0,2018,GB,0,11,1.91,3.27,29.82,0.0,0.0,45.91,10.91,1.18,0.93,0.65,0.06,0.09,0.15,0.09,0.45,0.0,0.0,0.0,4.94,3.18
00-0034279,Equanimeous St. Brown,WR,2,2020,GB,0,8,0.88,1.62,14.62,0.12,0.0,19.62,7.38,0.75,0.72,0.75,0.03,0.04,0.07,0.12,0.88,0.0,0.0,0.12,3.18,1.68
00-0034279,Equanimeous St. Brown,WR,3,2021,GB,1,12,0.75,1.42,8.17,0.0,0.0,14.58,4.83,0.5,0.39,0.56,0.03,0.04,0.07,0.25,1.17,0.0,0.0,0.17,1.68,4.04
00-0034286,Richie James,WR,0,2018,SF,0,12,0.75,1.17,10.83,0.08,0.0,4.67,8.42,0.33,-0.39,2.32,0.03,0.01,0.05,0.0,0.0,0.0,0.0,0.0,2.83,1.78
00-0034286,Richie James,WR,1,2019,SF,0,16,0.38,0.62,10.31,0.06,0.0,7.44,6.44,0.31,0.42,1.39,0.02,0.04,0.06,0.12,-0.06,0.0,0.0,0.0,1.78,6.84
00-0034286,Richie James,WR,2,2020,SF,1,10,2.3,3.5,39.4,0.1,0.0,37.3,19.3,1.4,2.37,1.06,0.06,0.1,0.16,0.0,0.0,0.0,0.0,0.0,6.84,8.66
00-0034286,Richie James,WR,4,2022,NYG,1,16,3.56,4.38,35.56,0.25,0.0,31.81,11.0,1.81,1.53,1.12,0.14,0.15,0.32,0.12,0.38,0.0,0.0,0.0,8.66,2.38
00-0034297,Byron Pringle,WR,1,2019,KC,0,12,1.0,1.33,14.17,0.08,0.0,14.83,5.25,0.58,0.6,0.96,0.03,0.04,0.07,0.0,0.0,0.0,0.0,0.0,2.92,8.05
00-0034297,Byron Pringle,WR,3,2021,KC,1,16,2.62,3.75,35.5,0.31,0.0,40.06,11.69,2.0,2.3,0.89,0.09,0.13,0.23,0.0,0.0,0.0,0.0,0.0,8.05,3.55
00-0034297,Byron Pringle,WR,4,2022,CHI,1,10,1.0,1.6,13.5,0.2,0.0,22.5,1.4,0.8,0.89,0.6,0.04,0.07,0.11,0.0,0.0,0.0,0.0,0.0,3.55,2.32
00-0034348,Courtland Sutton,WR,0,2018,DEN,0,16,2.62,5.25,44.0,0.25,0.0,73.62,10.19,1.94,0.79,0.6,0.15,0.27,0.41,0.06,-0.06,0.0,0.0,0.0,8.52,13.9
00-0034348,Courtland Sutton,WR,1,2019,DEN,0,16,4.5,7.75,69.5,0.38,0.12,89.75,22.0,3.19,3.15,0.77,0.26,0.41,0.67,0.19,1.06,0.0,0.0,0.06,13.9,8.84
00-0034348,Courtland Sutton,WR,3,2021,DEN,0,17,3.41,5.76,45.65,0.12,0.0,88.76,7.94,2.06,1.19,0.51,0.19,0.33,0.52,0.0,0.0,0.0,0.0,0.0,8.84,10.63
00-0034348,Courtland Sutton,WR,4,2022,DEN,0,15,4.27,7.27,55.27,0.13,0.0,89.53,9.8,2.53,1.59,0.62,0.2,0.27,0.49,0.07,0.33,0.0,0.0,0.0,10.63,11.89
00-0034348,Courtland Sutton,WR,5,2023,DEN,0,16,3.69,5.62,48.25,0.62,0.19,66.25,9.75,2.31,1.38,0.73,0.19,0.28,0.48,0.0,0.0,0.0,0.0,0.0,11.89,15.02
00-0034348,Courtland Sutton,WR,6,2024,DEN,0,16,5.06,8.44,67.56,0.5,0.06,111.69,11.19,3.56,2.32,0.6,0.25,0.43,0.67,0.0,0.0,0.0,0.0,0.0,15.02,
00-0034353,Anthony Miller,WR,0,2018,CHI,0,15,2.2,3.6,28.2,0.47,0.0,40.27,11.33,1.27,1.51,0.7,0.11,0.13,0.25,0.4,1.73,0.0,0.07,0.07,8.01,7.97
00-0034353,Anthony Miller,WR,1,2019,CHI,0,16,3.25,5.31,41.0,0.12,0.0,54.06,13.56,2.12,1.27,0.76,0.15,0.19,0.36,0.06,-0.06,0.0,0.06,0.0,7.97,6.79
00-0034366,Keke Coutee,WR,1,2019,HOU,0,8,2.75,4.5,31.75,0.0,0.12,34.0,17.5,1.25,-1.5,0.93,0.07,0.06,0.14,0.25,1.75,0.12,0.0,0.25,6.6,11.12
00-0034370,DaeSean Hamilton,WR,0,2018,DEN,0,11,2.73,4.18,22.09,0.18,0.0,36.09,6.09,1.45,0.57,0.61,0.08,0.09,0.19,0.0,0.0,0.0,0.0,0.0,6.03,4.9
00-0034370,DaeSean Hamilton,WR,1,2019,DEN,0,13,2.15,4.0,22.85,0.08,0.0,32.54,9.85,1.46,-0.07,0.7,0.11,0.12,0.25,0.0,0.0,0.0,0.0,0.0,4.9,5.19
00-0034386,Justin Watson,WR,1,2019,TB,0,9,1.67,2.89,17.67,0.22,0.0,39.11,1.56,1.11,0.21,0.45,0.04,0.05,0.1,0.0,0.0,0.0,0.0,0.0,4.77,3.44
00-0034386,Justin Watson,WR,4,2022,KC,0,17,0.88,2.0,18.53,0.12,0.0,37.47,3.53,0.71,0.45,0.49,0.06,0.14,0.18,0.0,0.0,0.0,0.0,0.0,3.44,5.93
00-0034386,Justin Watson,WR,5,2023,KC,0,15,1.8,3.53,30.67,0.2,0.07,61.87,3.13,1.4,0.29,0.5,0.09,0.23,0.29,0.0,0.0,0.0,0.0,0.0,5.93,4.19
00-0034386,Justin Watson,WR,6,2024,KC,1,15,1.47,2.13,19.27,0.13,0.0,32.4,4.53,0.87,1.27,0.59,0.06,0.13,0.17,0.0,0.0,0.0,0.0,0.0,4.19,
00-0034407,Ray-Ray McCloud,WR,0,2018,BUF,1,8,0.62,0.75,4.5,0.0,0.0,1.62,3.5,0.25,-0.07,2.77,0.01,0.0,0.02,0.25,0.5,0.0,0.0,0.0,1.12,2.14
00-0034407,Ray-Ray McCloud,WR,2,2020,PIT,0,16,1.25,1.38,4.81,0.0,0.0,-2.06,6.56,0.25,0.01,0.0,0.03,-0.01,0.05,0.25,4.06,0.0,0.0,0.06,2.14,4.26
00-0034407,Ray-Ray McCloud,WR,3,2021,PIT,1,16,2.44,4.12,17.31,0.0,0.06,26.31,7.25,1.12,-0.89,0.66,0.1,0.09,0.22,0.12,0.94,0.0,0.0,0.06,4.26,3.42
00-0034407,Ray-Ray McCloud,WR,4,2022,SF,0,17,0.82,1.47,14.29,0.06,0.0,17.35,5.41,0.65,0.73,0.82,0.05,0.08,0.13,0.24,4.59,0.06,0.0,0.06,3.42,2.38
00-0034407,Ray-Ray McCloud,WR,5,2023,SF,1,12,1.0,1.25,11.25,0.0,0.0,7.83,7.25,0.58,0.2,1.44,0.03,0.02,0.06,0.25,2.5,0.0,0.0,0.17,2.38,8.38
00-0034407,Ray-Ray McCloud,WR,6,2024,ATL,0,17,3.65,5.12,40.35,0.06,0.18,34.65,19.71,1.76,0.33,1.16,0.16,0.13,0.33,0.59,4.65,0.0,0.0,0.18,8.38,
00-0034411,Russell Gage,WR,0,2018,ATL,0,9,0.67,1.11,7.0,0.0,0.0,11.67,2.11,0.22,0.43,0.6,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,1.37,7.2
00-0034411,Russell Gage,WR,1,2019,ATL,0,14,3.5,5.29,31.86,0.07,0.0,37.5,10.79,1.79,0.48,0.85,0.11,0.09,0.24,0.29,0.86,0.0,0.0,0.0,7.2,11.32
00-0034411,Russell Gage,WR,2,2020,ATL,0,16,4.5,6.81,49.12,0.25,0.0,57.94,17.56,3.12,1.96,0.85,0.18,0.17,0.39,0.12,0.56,0.0,0.0,0.06,11.32,12.54
00-0034411,Russell Gage,WR,3,2021,ATL,1,13,5.08,7.23,59.23,0.31,0.15,67.85,19.08,2.85,0.73,0.87,0.17,0.21,0.4,0.0,0.0,0.0,0.0,0.0,12.54,9.51
00-0034418,Cedrick Wilson Jr.,WR,2,2020,DAL,0,13,1.31,2.15,14.54,0.15,0.0,18.77,8.69,0.77,0.32,0.77,0.05,0.05,0.1,0.23,-0.92,0.0,0.0,0.0,3.97,10.56
00-0034418,Cedrick Wilson Jr.,WR,3,2021,DAL,1,14,3.21,4.36,43.0,0.43,0.07,42.5,18.57,1.93,2.56,1.01,0.1,0.12,0.23,0.14,0.79,0.0,0.0,0.07,10.56,2.03
00-0034418,Cedrick Wilson Jr.,WR,4,2022,MIA,0,13,0.92,1.38,10.46,0.0,0.0,14.54,3.46,0.62,0.53,0.72,0.03,0.04,0.07,0.08,0.62,0.0,0.0,0.0,2.03,6.33
00-0034418,Cedrick Wilson Jr.,WR,5,2023,MIA,1,11,2.0,3.45,26.91,0.27,0.0,39.0,5.18,1.27,0.04,0.69,0.07,0.1,0.17,0.0,0.0,0.0,0.0,0.0,6.33,4.0
00-0034418,Cedrick Wilson Jr.,WR,6,2024,NO,0,13,1.54,2.08,16.23,0.08,0.0,15.08,6.85,0.62,0.2,1.08,0.05,0.04,0.11,0.0,0.0,0.0,0.0,0.0,4.0,
00-0034419,Braxton Berrios,WR,1,2019,NYJ,0,16,0.38,0.81,7.19,0.0,0.0,6.69,5.44,0.19,0.03,1.07,0.03,0.03,0.06,0.0,0.0,0.0,0.0,0.0,1.09,6.08
00-0034419,Braxton Berrios,WR,2,2020,NYJ,0,16,2.31,3.44,24.62,0.19,0.0,26.0,13.5,1.19,0.27,0.95,0.12,0.1,0.25,0.19,1.81,0.0,0.0,0.06,6.08,7.57
00-0034419,Braxton Berrios,WR,3,2021,NYJ,0,16,2.88,4.06,26.94,0.12,0.06,20.75,16.5,1.31,0.49,1.3,0.11,0.08,0.22,0.44,2.5,0.12,0.0,0.19,7.57,3.39
00-0034419,Braxton Berrios,WR,4,2022,NYJ,1,17,1.06,1.88,8.53,0.0,0.0,12.82,5.41,0.47,-0.53,0.67,0.05,0.04,0.11,0.53,5.35,0.12,0.0,0.29,3.39,3.62
00-0034426,Javon Wims,WR,1,2019,CHI,0,11,1.64,3.55,16.91,0.09,0.0,41.0,4.09,0.82,-1.15,0.41,0.07,0.1,0.17,0.0,0.0,0.0,0.0,0.0,3.87,1.7
00-0034487,Trent Sherfield,WR,0,2018,ARI,0,9,2.11,3.11,23.33,0.11,0.0,35.0,4.22,1.22,0.67,0.67,0.06,0.08,0.14,0.0,0.0,0.0,0.0,0.0,5.11,1.2
00-0034487,Trent Sherfield,WR,1,2019,ARI,0,10,0.4,1.3,8.0,0.0,0.0,20.7,1.0,0.4,-0.03,0.39,0.02,0.05,0.07,0.0,0.0,0.0,0.0,0.0,1.2,1.11
00-0034487,Trent Sherfield,WR,2,2020,ARI,1,9,0.56,0.78,5.56,0.0,0.0,9.11,3.0,0.22,-0.83,0.61,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.0,1.11,1.98
00-0034487,Trent Sherfield,WR,3,2021,SF,1,12,0.75,1.67,7.25,0.08,0.0,14.5,1.92,0.58,-0.47,0.5,0.04,0.04,0.09,0.0,0.0,0.0,0.0,0.0,1.98,5.23
00-0034487,Trent Sherfield,WR,4,2022,MIA,1,16,1.88,3.19,26.06,0.12,0.0,35.06,8.62,1.12,0.41,0.74,0.09,0.11,0.21,0.0,0.0,0.0,0.0,0.0,5.23,2.33
00-0034487,Trent Sherfield,WR,5,2023,BUF,1,11,1.0,2.0,7.82,0.09,0.0,17.27,4.45,0.36,-0.2,0.45,0.04,0.04,0.09,0.0,0.0,0.0,0.0,0.0,2.33,1.72
00-0034487,Trent Sherfield,WR,6,2024,MIN,1,13,0.62,0.69,6.38,0.08,0.0,4.15,3.08,0.31,0.15,1.54,0.02,0.01,0.03,0.0,0.0,0.0,0.0,0.0,1.72,
00-0034510,Robert Foster,WR,0,2018,BUF,0,11,2.45,4.0,49.18,0.27,0.0,82.36,15.18,1.82,3.31,0.6,0.09,0.18,0.27,0.0,0.0,0.0,0.0,0.0,9.01,1.23
00-0034521,Allen Lazard,WR,1,2019,GB,0,12,2.92,4.33,39.75,0.25,0.0,61.33,10.92,2.0,2.38,0.65,0.1,0.15,0.25,0.08,1.75,0.0,0.0,0.08,8.57,9.78
00-0034521,Allen Lazard,WR,2,2020,GB,0,10,3.3,4.6,45.1,0.3,0.0,45.8,19.5,2.3,3.82,0.98,0.09,0.11,0.22,0.2,1.7,0.0,0.0,0.1,9.78,10.18
00-0034521,Allen Lazard,WR,3,2021,GB,0,14,2.86,4.29,36.64,0.57,0.0,46.21,12.43,2.0,2.61,0.79,0.11,0.14,0.26,0.21,2.29,0.0,0.0,0.14,10.18,11.65
00-0034521,Allen Lazard,WR,4,2022,GB,1,15,4.0,6.67,52.53,0.4,0.0,83.27,16.53,3.0,0.75,0.63,0.19,0.28,0.47,0.13,0.0,0.0,0.0,0.0,11.65,4.29
00-0034521,Allen Lazard,WR,5,2023,NYJ,0,14,1.64,3.5,22.21,0.07,0.0,42.64,4.0,1.21,0.03,0.52,0.09,0.15,0.24,0.0,0.0,0.0,0.0,0.0,4.29,10.5
00-0034521,Allen Lazard,WR,6,2024,NYJ,0,12,3.08,5.08,44.17,0.5,0.0,57.17,12.92,2.42,2.49,0.77,0.1,0.17,0.27,0.0,0.0,0.0,0.0,0.0,10.5,
00-0034646,Brandon Powell,WR,2,2020,ATL,1,15,0.8,1.2,4.6,0.13,0.07,5.53,2.27,0.33,-0.3,0.83,0.03,0.02,0.06,0.13,0.47,0.0,0.0,0.0,1.97,2.8
00-0034646,Brandon Powell,WR,4,2022,LA,1,17,1.41,1.88,9.18,0.0,0.0,2.82,10.82,0.41,0.01,3.25,0.06,0.01,0.1,1.0,4.71,0.0,0.0,0.35,2.8,4.06
00-0034646,Brandon Powell,WR,5,2023,MIN,0,17,1.71,2.59,19.06,0.06,0.0,19.53,6.12,1.06,-0.09,0.98,0.07,0.07,0.16,0.29,1.0,0.0,0.0,0.06,4.06,0.88
00-0034646,Brandon Powell,WR,6,2024,MIN,0,16,0.44,0.62,4.44,0.0,0.0,6.38,0.75,0.31,0.32,0.7,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.88,
00-0034652,Cameron Batson,WR,0,2018,TEN,0,8,1.0,1.38,10.25,0.0,0.0,9.12,6.75,0.62,-0.24,1.12,0.03,0.02,0.05,0.12,0.12,0.0,0.0,0.12,2.04,3.0
00-0034676,James Washington,WR,0,2018,PIT,0,12,1.33,3.17,18.08,0.08,0.0,53.33,4.42,0.92,0.25,0.34,0.06,0.12,0.17,0.0,0.0,0.0,0.0,0.0,3.64,8.9
00-0034676,James Washington,WR,1,2019,PIT,0,15,2.93,5.33,49.0,0.2,0.07,84.4,12.33,2.07,0.91,0.58,0.16,0.31,0.47,0.0,0.0,0.0,0.0,0.0,8.9,6.2
00-0034676,James Washington,WR,2,2020,PIT,0,16,1.88,3.5,24.5,0.31,0.0,43.69,8.69,1.19,0.43,0.56,0.09,0.15,0.23,0.0,0.0,0.0,0.0,0.0,6.2,4.39
00-0034686,Auden Tate,WR,1,2019,CIN,0,12,3.33,6.67,47.92,0.08,0.08,77.75,11.17,2.42,0.61,0.62,0.14,0.19,0.33,0.0,0.0,0.0,0.0,0.0,8.46,3.62
00-0034764,Michael Gallup,WR,0,2018,DAL,0,15,2.2,4.53,33.8,0.13,0.0,63.8,11.53,1.4,0.58,0.53,0.13,0.24,0.37,0.0,0.0,0.0,0.0,0.0,6.51,15.19
00-0034764,Michael Gallup,WR,1,2019,DAL,0,14,4.71,8.07,79.07,0.43,0.0,101.5,23.79,3.57,3.2,0.78,0.2,0.25,0.47,0.0,0.0,0.0,0.0,0.0,15.19,10.83
00-0034764,Michael Gallup,WR,2,2020,DAL,0,16,3.69,6.56,52.69,0.31,0.0,77.31,15.75,2.75,1.82,0.68,0.17,0.26,0.44,0.0,0.0,0.0,0.0,0.0,10.83,10.17
00-0034764,Michael Gallup,WR,3,2021,DAL,0,9,3.89,6.89,49.44,0.22,0.0,80.22,13.67,2.56,2.04,0.62,0.1,0.14,0.24,0.0,0.0,0.0,0.0,0.0,10.17,7.53
00-0034764,Michael Gallup,WR,4,2022,DAL,0,14,2.79,5.29,30.29,0.29,0.0,58.5,7.64,1.79,-0.03,0.52,0.14,0.18,0.33,0.0,0.0,0.0,0.0,0.0,7.53,5.49
00-0034765,Tre'Quan Smith,WR,0,2018,NO,0,13,2.15,3.38,32.85,0.38,0.0,39.77,8.92,1.77,1.82,0.83,0.09,0.14,0.23,0.0,0.0,0.0,0.0,0.0,7.75,7.14
00-0034765,Tre'Quan Smith,WR,1,2019,NO,0,10,1.8,2.5,23.4,0.5,0.0,22.2,11.5,1.7,1.55,1.05,0.04,0.06,0.11,0.0,0.0,0.0,0.0,0.0,7.14,7.93
00-0034765,Tre'Quan Smith,WR,2,2020,NO,0,13,2.62,3.85,34.46,0.31,0.08,34.62,10.38,1.69,1.87,1.0,0.1,0.14,0.24,0.08,0.23,0.0,0.0,0.0,7.93,8.77
00-0034765,Tre'Quan Smith,WR,3,2021,NO,0,10,3.2,5.0,37.7,0.3,0.1,48.0,11.3,1.9,1.25,0.79,0.11,0.13,0.25,0.0,0.0,0.0,0.0,0.0,8.77,5.28
00-0034775,Christian Kirk,WR,0,2018,ARI,0,12,3.58,5.67,49.17,0.25,0.0,54.5,18.75,1.75,0.77,0.9,0.14,0.16,0.33,0.25,2.92,0.0,0.0,0.17,10.29,12.94
00-0034775,Christian Kirk,WR,1,2019,ARI,0,13,5.23,8.31,54.54,0.23,0.0,83.0,22.0,2.38,1.43,0.66,0.2,0.26,0.49,0.77,7.15,0.0,0.0,0.31,12.94,10.46
00-0034775,Christian Kirk,WR,2,2020,ARI,0,14,3.43,5.64,44.36,0.43,0.0,66.79,12.5,2.14,0.8,0.66,0.14,0.21,0.36,0.14,0.21,0.0,0.0,0.07,10.46,12.21
00-0034775,Christian Kirk,WR,3,2021,ARI,1,17,4.53,6.06,57.76,0.29,0.0,70.65,13.59,2.59,3.01,0.82,0.18,0.27,0.46,0.06,0.65,0.0,0.0,0.06,12.21,14.23
00-0034775,Christian Kirk,WR,4,2022,JAX,0,17,4.94,7.82,65.18,0.47,0.06,71.53,21.82,3.18,1.88,0.91,0.23,0.28,0.54,0.29,0.65,0.0,0.0,0.0,14.23,12.52
00-0034775,Christian Kirk,WR,5,2023,JAX,0,12,4.75,7.08,65.58,0.25,0.17,70.17,20.58,2.83,1.95,0.93,0.14,0.17,0.33,0.08,0.5,0.0,0.0,0.08,12.52,8.86
00-0034775,Christian Kirk,WR,6,2024,JAX,1,8,3.38,5.88,47.38,0.12,0.0,80.5,14.12,2.25,1.05,0.59,0.09,0.14,0.23,0.0,0.0,0.0,0.0,0.0,8.86,
00-0034777,DJ Chark,WR,0,2018,JAX,0,11,1.27,2.91,15.82,0.0,0.09,28.55,4.09,0.55,-1.14,0.55,0.06,0.08,0.15,0.0,0.0,0.0,0.0,0.0,2.67,15.05
00-0034777,DJ Chark,WR,1,2019,JAX,0,15,4.87,7.87,67.2,0.53,0.0,92.73,21.07,2.8,2.31,0.72,0.21,0.31,0.53,0.13,1.33,0.0,0.0,0.07,15.05,11.82
00-0034777,DJ Chark,WR,2,2020,JAX,0,13,4.08,7.15,54.31,0.38,0.0,100.0,12.69,2.85,0.76,0.54,0.16,0.27,0.43,0.0,0.0,0.0,0.0,0.0,11.82,8.93
00-0034777,DJ Chark,WR,4,2022,DET,1,11,2.73,4.73,45.64,0.27,0.0,72.64,12.0,2.18,1.92,0.63,0.09,0.19,0.27,0.0,0.0,0.0,0.0,0.0,8.93,8.25
00-0034827,DJ Moore,WR,0,2018,CAR,0,16,3.44,5.12,49.25,0.12,0.06,46.06,26.31,2.06,1.03,1.07,0.15,0.18,0.35,0.81,10.75,0.0,0.12,0.38,9.94,15.37
00-0034827,DJ Moore,WR,1,2019,CAR,0,15,5.8,9.0,78.33,0.27,0.13,99.33,26.0,4.2,2.45,0.79,0.22,0.28,0.53,0.4,2.67,0.0,0.0,0.2,15.37,14.1
00-0034827,DJ Moore,WR,2,2020,CAR,0,15,4.4,7.87,79.53,0.27,0.0,104.07,25.47,3.53,1.77,0.76,0.22,0.38,0.6,0.13,1.47,0.0,0.0,0.07,14.1,13.97
00-0034827,DJ Moore,WR,3,2021,CAR,0,17,5.47,9.59,68.06,0.24,0.06,102.0,24.82,3.53,0.56,0.67,0.28,0.39,0.7,0.47,2.82,0.0,0.0,0.24,13.97,11.71
00-0034827,DJ Moore,WR,4,2022,CAR,1,17,3.71,6.94,52.24,0.41,0.0,89.76,10.94,2.59,1.01,0.58,0.28,0.46,0.74,0.59,3.12,0.0,0.0,0.18,11.71,16.85
00-0034827,DJ Moore,WR,5,2023,CHI,0,17,5.65,8.0,80.24,0.47,0.06,86.82,31.71,3.76,3.78,0.92,0.29,0.39,0.7,0.24,1.24,0.06,0.0,0.06,16.85,14.01
00-0034827,DJ Moore,WR,6,2024,CHI,0,17,5.76,8.24,56.82,0.35,0.06,61.71,34.59,2.53,0.97,0.92,0.27,0.23,0.56,0.82,4.41,0.0,0.0,0.18,14.01,
00-0034837,Calvin Ridley,WR,0,2018,ATL,0,16,4.0,5.75,51.31,0.62,0.12,58.5,22.75,2.44,2.22,0.88,0.15,0.18,0.35,0.38,1.69,0.0,0.0,0.12,12.92,15.15
00-0034837,Calvin Ridley,WR,1,2019,ATL,0,13,4.85,7.15,66.62,0.54,0.0,95.85,10.62,3.62,3.6,0.7,0.14,0.23,0.37,0.15,2.62,0.0,0.0,0.15,15.15,18.77
00-0034837,Calvin Ridley,WR,2,2020,ATL,0,15,6.0,9.53,91.6,0.6,0.07,136.8,18.33,4.33,3.34,0.67,0.24,0.38,0.62,0.33,0.07,0.0,0.0,0.07,18.77,13.52
00-0034837,Calvin Ridley,WR,5,2023,JAX,1,17,4.47,8.0,59.76,0.47,0.06,104.18,11.41,2.88,1.9,0.57,0.22,0.36,0.58,0.53,1.35,0.0,0.0,0.18,13.52,11.72
00-0034837,Calvin Ridley,WR,6,2024,TEN,0,17,3.76,7.06,59.82,0.24,0.0,110.76,13.59,2.35,1.66,0.54,0.24,0.44,0.66,0.47,3.24,0.06,0.06,0.24,11.72,
00-0034854,KhaDarel Hodge,WR,1,2019,CLE,0,12,0.33,0.83,6.33,0.0,0.0,13.42,0.75,0.25,-0.02,0.47,0.02,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.97,2.56
00-0034854,KhaDarel Hodge,WR,3,2021,DET,1,12,1.08,2.25,13.08,0.0,0.0,25.33,3.08,0.58,-0.53,0.52,0.05,0.08,0.13,0.0,0.0,0.0,0.0,0.0,2.56,3.17
00-0034854,KhaDarel Hodge,WR,4,2022,ATL,0,13,1.0,1.54,15.54,0.08,0.0,20.62,4.69,0.54,1.04,0.75,0.05,0.07,0.12,0.0,0.0,0.0,0.0,0.0,3.17,2.66
00-0034854,KhaDarel Hodge,WR,5,2023,ATL,0,14,1.0,1.64,16.57,0.0,0.0,23.57,5.93,0.93,0.37,0.7,0.05,0.08,0.12,0.07,0.0,0.0,0.07,0.07,2.66,2.61
00-0034854,KhaDarel Hodge,WR,6,2024,ATL,0,10,0.7,1.2,13.1,0.1,0.0,12.6,8.9,0.6,0.83,1.04,0.02,0.03,0.05,0.0,0.0,0.0,0.0,0.0,2.61,
00-0034860,Dante Pettis,WR,0,2018,SF,0,12,2.25,3.75,38.92,0.42,0.0,41.75,17.08,1.58,1.46,0.93,0.09,0.13,0.22,0.08,-0.17,0.0,0.0,0.0,8.62,3.84
00-0034860,Dante Pettis,WR,1,2019,SF,1,9,1.22,2.67,12.11,0.22,0.0,21.0,2.56,0.78,-0.23,0.58,0.05,0.06,0.12,0.0,0.0,0.0,0.0,0.0,3.84,3.84
00-0034860,Dante Pettis,WR,4,2022,CHI,1,17,1.12,2.41,14.41,0.18,0.0,21.82,3.71,0.53,-0.96,0.66,0.11,0.11,0.25,0.12,2.18,0.0,0.0,0.12,3.84,4.0
00-0034860,Dante Pettis,WR,6,2024,NO,0,8,1.5,3.5,15.0,0.12,0.0,35.25,4.5,1.0,-0.22,0.43,0.05,0.06,0.13,0.0,0.0,0.0,0.0,0.0,4.0,
00-0034928,Steven Sims,WR,0,2019,WAS,0,16,2.12,3.5,19.38,0.25,0.0,23.94,10.75,1.12,-0.56,0.81,0.12,0.11,0.25,0.56,5.31,0.06,0.0,0.12,6.84,5.11
00-0034928,Steven Sims,WR,1,2020,WAS,1,12,2.25,3.08,22.08,0.08,0.08,21.83,10.5,1.08,0.91,1.01,0.06,0.07,0.15,0.08,1.5,0.0,0.0,0.08,5.11,2.62
00-0034928,Steven Sims,WR,3,2022,PIT,1,12,1.17,1.92,8.67,0.0,0.0,10.75,5.0,0.42,-0.48,0.81,0.04,0.03,0.08,1.08,5.83,0.0,0.0,0.42,2.62,0.0
00-0034960,Jakobi Meyers,WR,0,2019,NE,0,11,2.36,3.73,32.64,0.0,0.0,38.36,10.36,1.55,1.29,0.85,0.07,0.09,0.17,0.0,0.0,0.0,0.0,0.0,5.63,11.88
00-0034960,Jakobi Meyers,WR,1,2020,NE,0,12,4.92,6.75,60.75,0.0,0.08,68.83,18.0,3.08,2.13,0.88,0.19,0.28,0.48,0.17,0.75,0.0,0.0,0.0,11.88,11.64
